LE_1,LE_2,L1_1,L1_2,L3_1,L3_2,LE_IDR,L1_IDR,L3_IDR,summit_agreement,k4cluster,k11cluster,k4weights,k11weights,LE_nonNormed,L1_nonNormed,L3_nonNormed,LE_std,L1_std,L3_std,name,cluster.description,variance,peak,WBGeneID,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest
1.061928,1.415037,3.333424,3.333424,2.769387,3.99178,0,0,1,20.5,2,8,0.703,1.000,1.238,3.333,3.381,-1.154,0.558,0.597,ELT2peak02665,Larval,1.4966001001772502,ELT2peak02665,WBGene00007558,10595266,10596562,-,overlapStart,-667,238,Overlapping
2.018859,1.976916,3.333424,3.480265,3.447459,3.720478,0,0,1,6,2,8,0.494,1.000,1.998,3.407,3.584,-1.149,0.472,0.676,ELT2peak02666,Larval,0.7553642796310001,ELT2peak02666,WBGene00007561,10605717,10607275,-,overlapStart,-1110,29,Overlapping
2.163499,1.858644,3.280956,3.049631,2.477206,2.94996,1,0,1,32.25,2,7,0.936,1.000,2.011,3.165,2.714,-1.064,0.920,0.144,ELT2peak02668,Larval,0.3382988681210835,ELT2peak02668,WBGene00010899,10628263,10633216,+,overlapStart,-2128,47,Overlapping
1.258016,1.341037,2.9855,3.38405,3.669851,4.816693,0,0,1,18.5,4,10,0.945,1.000,1.300,3.185,4.243,-1.080,0.185,0.895,ELT2peak02669,Increasing,2.2233692290885836,ELT2peak02669,WBGene00010899,10628263,10633216,+,inside,418,1803,Overlapping
0.968636,1.222392,1.526069,1.111031,5.271888,5.816693,0,0,1,21.5,3,9,0.968,1.000,1.096,1.319,5.544,-0.621,-0.532,1.154,ELT2peak02670,L3_High,6.283040029598083,ELT2peak02670,WBGene00010901,10647480,10648676,+,overlapStart,-816,16,Overlapping
1.33787,1.016488,1.526069,1.280956,4.386059,4.525461,0,0,1,17.5,3,9,0.953,1.000,1.177,1.404,4.456,-0.638,-0.514,1.152,ELT2peak02671,L3_High,3.352755838006583,ELT2peak02671,WBGene00010897,10652353,10657841,-,inside,1197,1231,Overlapping
1.058894,0.370643,2.9855,3.333424,3.720478,4.254814,0,0,1,1.5,4,8,0.764,1.000,0.715,3.159,3.988,-1.120,0.317,0.803,ELT2peak02672,Increasing,2.8956903628007495,ELT2peak02672,WBGene00010897,10652353,10657841,-,inside,-58,2452,Overlapping
1.369234,1.552541,2.43296,2.226509,4.07195,4.669851,0,0,1,7,4,11,0.525,1.000,1.461,2.330,4.371,-0.843,-0.262,1.105,ELT2peak02673,Increasing,2.2315715681890005,ELT2peak02673,WBGene00010897,10652353,10657841,-,inside,-1587,823,Overlapping
1.733354,2.040642,2.049631,2.226509,4.491853,5.491853,1,0,1,148.125,3,9,0.942,1.000,1.887,2.138,4.992,-0.649,-0.503,1.152,ELT2peak02674,L3_High,2.974539855216333,ELT2peak02674,WBGene00010897,10652353,10657841,-,overlapStart,-2607,402,Overlapping
2.045515,2.036526,3.169925,2.773996,2.844349,3.471306,1,0,1,30.25,4,8,0.557,1.000,2.041,2.972,3.158,-1.141,0.415,0.726,ELT2peak02675,Increasing,0.3580756167563331,ELT2peak02675,WBGene00010896,10658027,10658626,-,overlapStart,-623,54,Overlapping
1.374395,1.415038,1.847997,2.526069,3.184425,3.769387,0,0,1,17.5,4,11,0.774,1.000,1.395,2.187,3.477,-0.912,-0.158,1.070,ELT2peak02676,Increasing,1.1045084843685835,ELT2peak02676,WBGene00271706,10662256,10662781,-,overlapStart,-176,39,Overlapping
1.970854,1.678072,1.158337,2.111032,3.906891,4.506352,0,0,1,11,3,9,0.992,1.000,1.824,1.635,4.207,-0.510,-0.642,1.152,ELT2peak02677,L3_High,2.054259155025583,ELT2peak02677,WBGene00001522,10690452,10693863,-,overlapStart,-1756,197,Overlapping
1.968636,1.746243,2.43296,3.049631,3.447459,4.147899,1,0,1,382.75,4,11,0.930,1.000,1.857,2.741,3.798,-0.969,-0.059,1.028,ELT2peak02678,Increasing,0.943612807528083,ELT2peak02678,WBGene00000411,10785452,10787272,+,overlapStart,-1413,283,Overlapping
2.25214,1.736966,1.847997,2.226508,4.477206,4.35435,1,0,1,16.625,3,9,0.985,1.000,1.995,2.037,4.416,-0.593,-0.562,1.155,ELT2peak02679,L3_High,1.9202562170125828,ELT2peak02679,WBGene00003805,10796646,10798479,-,overlapStart,-1208,141,Overlapping
1.736966,2.131245,2.526069,2.847997,3.862497,4.07195,0,0,1,36,4,11,0.746,1.000,1.934,2.687,3.967,-0.903,-0.171,1.074,ELT2peak02680,Increasing,1.0565593897450838,ELT2peak02680,WBGene00011071,10812949,10819978,-,overlapStart,-3738,49,Overlapping
1.63743,1.584963,2.226508,2.226508,2.264595,2.690315,0,0,1,0,4,8,0.838,1.000,1.611,2.227,2.477,-1.108,0.272,0.836,ELT2peak02681,Increasing,0.19866440461058335,ELT2peak02681,WBGene00001153,10821015,10822443,+,overlapStart,-729,324,Overlapping
0.826464,0.870717,2.613532,2.9855,3.562936,3.99178,0,0,1,170.5,4,10,0.912,1.000,0.849,2.800,3.777,-1.091,0.218,0.873,ELT2peak02682,Increasing,2.2233273920950833,ELT2peak02682,WBGene00001153,10821015,10822443,+,overlapEnd,449,292,Overlapping
2.155278,2,1.773996,2.111031,1.769387,2.095157,1,0,1,53.25,0,0,0.000,0.000,2.078,1.943,1.932,1.152,-0.513,-0.639,ELT2peak02683,Not_Changing,0.0065825589602500015,ELT2peak02683,WBGene00023418,10822328,10824081,-,overlapStart,-1062,202,Overlapping
2.561879,2.95109,1.111031,1.596458,4.184424,4.862496,1,1,1,24.666666666666668,3,6,0.737,1.000,2.756,1.354,4.523,-0.076,-0.960,1.036,ELT2peak02684,L3_High,2.5228297126900836,ELT2peak02684,WBGene00003367,10824294,10841424,+,inside,7507,701,Overlapping
1.179324,1.245112,2.253989,2.111031,3.720478,4.032422,0,1,1,10.25,4,11,0.729,1.000,1.212,2.183,3.876,-0.898,-0.179,1.077,ELT2peak02685,Increasing,1.8181719064480002,ELT2peak02685,WBGene00010910,10844313,10855554,-,inside,-1494,3781,Overlapping
1.444785,1.415037,2.695994,3.526069,3.617384,3.769387,0,0,1,104.5,4,8,0.773,1.000,1.430,3.111,3.693,-1.119,0.312,0.807,ELT2peak02686,Increasing,1.3814365214977495,ELT2peak02686,WBGene00044924,10855642,10857177,-,overlapStart,-870,255,Overlapping
1.932886,1.415038,2.847997,2.773996,3.032421,3.032422,0,0,1,113,4,8,0.549,1.000,1.674,2.811,3.032,-1.141,0.419,0.723,ELT2peak02687,Increasing,0.5312147829925833,ELT2peak02687,WBGene00010911,10857473,10860909,-,inside,-105,436,Overlapping
1.727628,1.70044,2.298658,2.722466,4.486987,4.720478,0,0,1,5.5,3,11,0.484,1.000,1.714,2.511,4.604,-0.823,-0.290,1.113,ELT2peak02688,L3_High,2.227696169626083,ELT2peak02688,WBGene00010911,10857473,10860909,-,overlapStart,-1992,9,Overlapping
1.015942,1.129635,1.432959,1.773996,3.110424,3.720478,0,0,1,82,3,11,0.641,1.000,1.073,1.603,3.415,-0.780,-0.348,1.127,ELT2peak02690,L3_High,1.5088243947215836,ELT2peak02690,WBGene00010912,10863682,10868714,-,overlapEnd,2185,278,Overlapping
1.485427,1.469485,1.613532,1.613532,3.477206,4.184424,0,0,1,7,3,9,0.962,1.000,1.477,1.614,3.831,-0.628,-0.525,1.153,ELT2peak02691,L3_High,1.745526527124333,ELT2peak02691,WBGene00010912,10863682,10868714,-,inside,-1268,1014,Overlapping
1.919,1.666576,2.242276,1.928167,4.220048,4.321928,1,1,1,18.88888888868193,3,9,0.894,1.000,1.793,2.085,4.271,-0.682,-0.466,1.148,ELT2peak02692,L3_High,1.83409463074075,ELT2peak02692,WBGene00000293,10869196,10870827,+,overlapStart,-916,278,Overlapping
1.892244,1.862496,2.226509,1.613532,3.506353,3.506353,1,0,1,15.125,3,9,0.982,1.000,1.877,1.920,3.506,-0.600,-0.554,1.154,ELT2peak02693,L3_High,0.861975913332583,ELT2peak02693,WBGene00000880,10870779,10872611,-,overlapStart,-1166,124,Overlapping
0.727628,1.045804,3.280956,3.480265,2.862497,3.949959,0,0,1,48,2,8,0.727,1.000,0.887,3.381,3.406,-1.155,0.568,0.586,ELT2peak02694,Larval,2.0946844585967503,ELT2peak02694,WBGene00006530,10918706,10920202,+,overlapStart,-954,78,Overlapping
3.626783,3.371969,2.374066,2.9855,5.862496,6.569856,1,1,1,31.88888888868193,3,6,0.910,1.000,3.499,2.680,6.216,-0.342,-0.784,1.126,ELT2peak02695,L3_High,3.4264683960163334,ELT2peak02695,WBGene00012490,10923716,10924595,+,overlapEnd,790,1,Overlapping
1.981384,1.938599,4.169925,3.9855,4.928586,5.33823,1,1,1,74,4,10,0.910,1.000,1.960,4.078,5.133,-1.091,0.219,0.872,ELT2peak02696,Increasing,2.61163458417225,ELT2peak02696,WBGene00010988,10926561,10931075,+,overlapStart,-2576,372,Overlapping
1.54432,1.777608,1.695994,1.613532,3.562936,3.184425,0,0,1,73,3,9,0.992,1.000,1.661,1.655,3.374,-0.574,-0.580,1.155,ELT2peak02697,L3_High,0.98135227226325,ELT2peak02697,WBGene00010988,10926561,10931075,+,overlapEnd,2369,421,Overlapping
1.058894,0.678072,2.526069,2.695994,3.562936,3.769387,0,0,1,20.5,4,10,0.964,1.000,0.868,2.611,3.666,-1.071,0.162,0.909,ELT2peak02700,Increasing,1.9961299301857505,ELT2peak02700,WBGene00001753,10950350,10951604,+,overlapStart,-582,322,Overlapping
2.039528,1.476438,1.847997,2.226508,1.321928,0.669851,1,0,0,214,1,2,0.486,1.000,1.758,2.037,0.996,0.299,0.817,-1.115,ELT2peak02702,Embryo_Specific,0.2905358090235834,ELT2peak02702,WBGene00004215,10968386,11012247,+,inside,-1070,20268,Overlapping
1.222393,1.321928,2.43296,2.226508,1.949959,1.99178,1,0,0,12,2,7,0.965,1.000,1.272,2.330,1.971,-1.089,0.878,0.211,ELT2peak02703,Larval,0.28923995065725006,ELT2peak02703,WBGene00002957,11022370,11027909,+,overlapStart,-3172,93,Overlapping
1.436517,1.471621,0.789103,1.111031,2.06413,2.628031,0,0,1,2,3,6,0.806,1.000,1.454,0.950,2.346,-0.183,-0.896,1.079,ELT2peak02705,L3_High,0.4997593707197502,ELT2peak02705,WBGene00009354,11050260,11058102,+,overlapStart,-4104,56,Overlapping
1.594361,1.415038,1.333424,1.263034,2.769387,3.032422,0,0,1,64.5,3,6,0.973,1.000,1.505,1.298,2.901,-0.455,-0.692,1.147,ELT2peak02706,L3_High,0.7600978712825834,ELT2peak02706,WBGene00007504,11095048,11096475,-,overlapStart,-672,362,Overlapping
0.878438,1.304006,2.43296,2.613532,2.184425,2.447459,0,0,1,62.5,2,7,0.949,1.000,1.091,2.523,2.316,-1.144,0.706,0.438,ELT2peak02708,Larval,0.5989344605653333,ELT2peak02708,WBGene00003831,11097841,11100146,+,overlapEnd,1414,247,Overlapping
1.061928,0.906024,1.062122,1.333424,1.884864,2.525461,0,0,1,7.5,3,9,0.782,1.000,0.984,1.198,2.205,-0.733,-0.406,1.139,ELT2peak02709,L3_High,0.42530653828358345,ELT2peak02709,WBGene00007499,11100479,11103779,-,inside,-1105,301,Overlapping
2.109918,1.921998,2.526069,3.049631,2.084889,2.494765,1,0,1,15.5,2,5,0.753,1.000,2.016,2.788,2.290,-0.891,1.082,-0.191,ELT2peak02710,Larval,0.1531413995590001,ELT2peak02710,WBGene00004478,11125371,11126362,-,overlapStart,-902,79,Overlapping
1.63743,1.263034,2.43296,1.847997,2.321928,2.321928,0,0,1,38,4,8,0.660,1.000,1.450,2.140,2.322,-1.132,0.369,0.763,ELT2peak02711,Increasing,0.21153634470475008,ELT2peak02711,WBGene00009575,11127634,11129256,+,overlapStart,-413,225,Overlapping
1.932886,2,2.111031,2.028569,4.184424,3.617384,0,0,1,10,3,9,0.966,1.000,1.966,2.070,3.901,-0.624,-0.529,1.153,ELT2peak02712,L3_High,1.1842939814643332,ELT2peak02712,WBGene00044916,11130690,11132648,-,overlapStart,-1081,145,Overlapping
1.329308,1.230613,5.18428,5.140779,5.07195,5.477206,0,1,1,62.75,2,8,0.690,1.000,1.280,5.163,5.275,-1.154,0.553,0.602,ELT2peak02715,Larval,5.173977646236583,ELT2peak02715,WBGene00009579,11142751,11150381,+,overlapEnd,3573,109,Overlapping
2.454339,2.089267,4.41684,4.38405,6.952609,7.076816,1,1,1,46.5,4,11,0.920,1.000,2.272,4.400,7.015,-0.964,-0.068,1.032,ELT2peak02716,Increasing,5.6434503084850824,ELT2peak02716,WBGene00004096,11150299,11152600,-,inside,266,472,Overlapping
1.981384,1.857556,3.918386,4.198494,3.643856,4.33823,1,0,1,10.125,2,7,0.803,1.000,1.919,4.058,3.991,-1.154,0.605,0.549,ELT2peak02717,Larval,1.4785249518063335,ELT2peak02717,WBGene00004096,11150299,11152600,-,inside,-592,191,Overlapping
2.596788,2.086415,3.952333,3.695994,3.160177,3.816693,1,0,1,28.25,2,7,0.987,1.000,2.342,3.824,3.488,-1.127,0.780,0.348,ELT2peak02721,Larval,0.604321797713083,ELT2peak02721,WBGene00004227,11157094,11162481,-,inside,1920,471,Overlapping
1.052467,0.984403,2.400538,2.367371,3.184425,3.386058,0,0,1,36,4,10,0.980,1.000,1.018,2.384,3.285,-1.061,0.136,0.925,ELT2peak02724,Increasing,1.302562244948583,ELT2peak02724,WBGene00009512,11181654,11183147,+,overlapStart,-841,229,Overlapping
1.289507,1.203533,2.9855,1.9855,2.862496,2.90689,0,0,1,245,4,8,0.743,1.000,1.247,2.486,2.885,-1.123,0.328,0.795,ELT2peak02725,Increasing,0.7296728782630004,ELT2peak02725,WBGene00009512,11181654,11183147,+,overlapEnd,672,532,Overlapping
1.681824,2.020759,3.367371,3.761285,4.477206,4.960528,0,1,1,14,4,10,0.984,1.000,1.851,3.564,4.719,-1.058,0.129,0.929,ELT2peak02727,Increasing,2.081740600175583,ELT2peak02727,WBGene00011524,11222305,11226548,+,inside,-160,1631,Overlapping
1.137504,1.511253,2.43296,2.333424,4.447459,4.643856,0,0,1,1.5,4,11,0.622,1.000,1.324,2.383,4.546,-0.869,-0.224,1.093,ELT2peak02728,Increasing,2.6956635770522515,ELT2peak02728,WBGene00011527,11235053,11236450,-,overlapStart,-1106,208,Overlapping
2.9386,2.561879,2.9855,2.773996,2.37707,2.727567,0,0,1,9,0,0,0.000,0.000,2.750,2.880,2.552,0.138,0.924,-1.062,ELT2peak02729,Not_Changing,0.02719254188058334,ELT2peak02729,WBGene00004465,11237447,11239092,-,overlapStart,-1030,133,Overlapping
1.984233,1.415038,3.38405,3.049631,3.590417,3.862496,0,0,1,27.5,4,8,0.760,1.000,1.700,3.217,3.726,-1.120,0.319,0.802,ELT2peak02731,Increasing,1.1116038075870005,ELT2peak02731,WBGene00006853,11281986,11283953,+,overlapStart,-1133,115,Overlapping
1.084889,1.607683,3.526069,3.847997,2.801096,3.184425,0,0,1,6.5,2,7,0.981,1.000,1.346,3.687,2.993,-1.106,0.842,0.264,ELT2peak02732,Larval,1.4453315169025833,ELT2peak02732,WBGene00006853,11281986,11283953,+,overlapEnd,1052,165,Overlapping
1.825057,2.44151,2.695994,2.526069,2.032422,1.862497,1,0,0,20,0,0,0.000,0.000,2.133,2.611,1.947,-0.284,1.111,-0.827,ELT2peak02734,Not_Changing,0.11718358494400008,ELT2peak02734,WBGene00008164,11288690,11290159,-,overlapEnd,1010,184,Overlapping
1.741767,1.70044,2.111031,2.111031,3.720478,3.839777,1,0,1,10.25,3,9,0.746,1.000,1.721,2.111,3.780,-0.746,-0.390,1.136,ELT2peak02736,L3_High,1.1962510690240833,ELT2peak02736,WBGene00008165,11290843,11293606,-,overlapStart,-1448,300,Overlapping
1.609416,1.736966,1.9855,2.613532,2.321928,2.07195,0,0,1,20,0,0,0.000,0.000,1.673,2.300,2.197,-1.141,0.723,0.418,ELT2peak02737,Not_Changing,0.11285283567633339,ELT2peak02737,WBGene00008166,11297700,11301254,+,overlapStart,-1887,252,Overlapping
0.736966,1.174029,2.526069,2.111031,2.321928,2.184425,0,0,1,40.5,2,7,0.830,1.000,0.955,2.319,2.253,-1.154,0.619,0.534,ELT2peak02738,Larval,0.5910260998832502,ELT2peak02738,WBGene00008166,11297700,11301254,+,inside,-129,1106,Overlapping
1.132195,1.495208,2.9855,2.918386,4.417086,4.534922,0,0,1,13,4,10,0.991,1.000,1.314,2.952,4.476,-1.012,0.024,0.988,ELT2peak02739,Increasing,2.5011257075915827,ELT2peak02739,WBGene00006414,11301359,11302783,+,overlapStart,-1004,62,Overlapping
0.756729,0.888969,1.847997,2.226508,3.184425,2.032422,0,0,1,202.5,4,10,0.891,1.000,0.823,2.037,2.608,-1.097,0.235,0.861,ELT2peak02740,Increasing,0.8315480778505833,ELT2peak02740,WBGene00011994,11302891,11305683,+,overlapStart,-1865,451,Overlapping
0.715433,0.830075,3.111032,2.226508,1.736966,2.254814,0,0,1,13.5,2,7,0.957,1.000,0.773,2.669,1.996,-1.082,0.891,0.191,ELT2peak02741,Larval,0.9239509735253333,ELT2peak02741,WBGene00011994,11302891,11305683,+,overlapEnd,1577,69,Overlapping
2.269698,2.271673,3.028569,2.895303,3.129283,3.534922,1,1,1,7.833333333333333,4,10,0.932,1.000,2.271,2.962,3.332,-1.084,0.199,0.886,ELT2peak02743,Increasing,0.29024275656025006,ELT2peak02743,WBGene00007192,11343716,11345743,-,overlapStart,-1173,211,Overlapping
1.63743,1.768674,2.049631,2.080658,2.788496,3.208271,0,0,1,1,3,11,0.471,1.000,1.703,2.065,2.998,-0.827,-0.285,1.112,ELT2peak02744,L3_High,0.44665495076158335,ELT2peak02744,WBGene00007189,11348430,11349946,+,overlapStart,-1009,89,Overlapping
1.289507,1.540568,2.847997,2.695994,6.263376,6.263376,0,1,1,5.5,3,11,0.470,1.000,1.415,2.772,6.263,-0.827,-0.284,1.111,ELT2peak02746,L3_High,6.256243170021084,ELT2peak02746,WBGene00007340,11418314,11423393,+,inside,-2172,136,Overlapping
1.843881,1.817136,4.080658,4.111032,5.237536,5.707986,1,1,1,177.4444444446514,4,10,0.964,1.000,1.831,4.096,5.473,-1.071,0.161,0.910,ELT2peak02747,Increasing,3.3822750671740835,ELT2peak02747,WBGene00014666,11424830,11430607,+,overlapStart,-3072,552,Overlapping
0.719892,1.228624,2.613532,2.847997,4.928586,5.576742,0,0,1,1,4,11,0.847,1.000,0.974,2.731,5.253,-0.935,-0.119,1.054,ELT2peak02748,Increasing,4.625008345579751,ELT2peak02748,WBGene00014666,11424830,11430607,+,inside,-68,2486,Overlapping
0.910448,1.239951,2.480265,3.080658,4.401655,4.562936,0,0,1,1,4,10,0.980,1.000,1.075,2.780,4.482,-1.000,0.001,1.000,ELT2peak02749,Increasing,2.902076767569332,ELT2peak02749,WBGene00014666,11424830,11430607,+,inside,1098,1557,Overlapping
0.576029,0.375509,2.773996,2.847997,3.816693,4.110424,0,0,1,35,4,10,0.907,1.000,0.476,2.811,3.964,-1.092,0.222,0.870,ELT2peak02750,Increasing,3.157727039485083,ELT2peak02750,WBGene00006915,11435212,11438464,-,inside,508,389,Overlapping
2.115477,2.056583,3.333424,3.049631,3.447459,4.211225,0,0,1,13,4,10,0.952,1.000,2.086,3.192,3.829,-1.077,0.177,0.900,ELT2peak02751,Increasing,0.778011464710083,ELT2peak02751,WBGene00006915,11435212,11438464,-,overlapStart,-1904,30,Overlapping
2.096862,2.052467,3.307428,3.432959,3.778973,4.177193,1,0,1,7.25,4,10,0.890,1.000,2.075,3.370,3.978,-1.097,0.236,0.861,ELT2peak02752,Increasing,0.9451545033655833,ELT2peak02752,WBGene00012201,11448965,11451445,+,overlapStart,-1275,243,Overlapping
1.498027,0.736966,1.918386,1.613532,2.816693,3.032421,0,0,1,9,4,11,0.714,1.000,1.117,1.766,2.925,-0.894,-0.186,1.080,ELT2peak02753,Increasing,0.8380534316950833,ELT2peak02753,WBGene00004699,11451444,11452955,-,overlapEnd,720,209,Overlapping
2.33787,2.026472,2.9855,2.613532,3.506353,4.037422,1,1,1,14.833333333333334,4,11,0.794,1.000,2.182,2.800,3.772,-0.918,-0.148,1.066,ELT2peak02754,Increasing,0.6423032889015832,ELT2peak02754,WBGene00004699,11451444,11452955,-,overlapStart,-1108,29,Overlapping
2.946758,2.811928,3.526069,3.918386,3.032422,3.110424,1,0,1,19,2,5,0.670,1.000,2.879,3.722,3.071,-0.781,1.127,-0.346,ELT2peak02755,Larval,0.1951492506600832,ELT2peak02755,WBGene00012202,11455759,11459356,-,inside,730,812,Overlapping
1.63743,2.039528,3.655352,2.918386,3.590417,4.271887,0,0,1,6,4,10,0.871,1.000,1.838,3.287,3.931,-1.101,0.250,0.851,ELT2peak02756,Increasing,1.1487024101863335,ELT2peak02756,WBGene00000196,11460215,11464129,-,overlapEnd,2067,124,Overlapping
1.748461,1.607682,1.847997,2.049631,3.435386,4,1,0,1,209.25,3,9,0.870,1.000,1.678,1.949,3.718,-0.695,-0.451,1.146,ELT2peak02757,L3_High,1.2270483802015828,ELT2peak02757,WBGene00000196,11460215,11464129,-,overlapStart,-2191,230,Overlapping
0.949374,1.142019,1.918386,1.918386,2.669851,2.991779,0,0,1,2.5,4,10,0.970,1.000,1.046,1.918,2.831,-0.992,-0.015,1.007,ELT2peak02758,Increasing,0.7967936170822503,ELT2peak02758,WBGene00012203,11464892,11468653,+,overlapEnd,1695,53,Overlapping
1.106915,1.213404,2.333424,2.263034,5.74514,6.052321,0,1,1,65,3,11,0.599,1.000,1.160,2.298,5.899,-0.792,-0.332,1.124,ELT2peak02759,L3_High,6.118811393395584,ELT2peak02759,WBGene00044026,11468552,11469624,-,overlapStart,-880,49,Overlapping
1,1.052467,2.9855,2.9855,2.277534,2.084889,0,0,1,7,2,5,0.924,1.000,1.026,2.986,2.181,-1.054,0.935,0.119,ELT2peak02760,Larval,0.96992989828975,ELT2peak02760,WBGene00012204,11470010,11472033,-,overlapStart,-874,246,Overlapping
2.074294,2.16601,3.952333,3.570463,3.949959,4.35435,1,0,1,25.75,4,8,0.621,1.000,2.120,3.761,4.152,-1.136,0.387,0.749,ELT2peak02761,Increasing,1.1625688724690832,ELT2peak02761,WBGene00012205,11472135,11473571,-,inside,-39,309,Overlapping
3.115477,2.63743,1.592158,1.526069,3.07195,3.35435,1,0,1,33,3,4,0.477,1.000,2.876,1.559,3.213,0.374,-1.133,0.759,ELT2peak02762,L3_High,0.7640976586740835,ELT2peak02762,WBGene00012205,11472135,11473571,-,overlapStart,-1011,87,Overlapping
3.681824,3.54432,2.111032,1.584962,3.220048,4.032422,1,1,1,13.111111111318072,3,4,0.372,1.000,3.613,1.848,3.626,0.571,-1.155,0.584,ELT2peak02763,L3_High,1.0462989008063335,ELT2peak02763,WBGene00006660,11483201,11485359,-,inside,-628,128,Overlapping
1.823843,1.557057,2.773996,2.9855,3.184425,3.35435,1,0,0,239,4,8,0.750,1.000,1.690,2.880,3.269,-1.122,0.324,0.798,ELT2peak02764,Increasing,0.6765487169450835,ELT2peak02764,WBGene00007143,11489605,11493039,-,overlapEnd,1572,364,Overlapping
2.495411,2.473931,3.570463,4.384049,3.832123,4.364997,1,1,1,116.77777777798474,2,8,0.584,1.000,2.485,3.977,4.099,-1.152,0.509,0.644,ELT2peak02765,Larval,0.8078603911603338,ELT2peak02765,WBGene00007143,11489605,11493039,-,inside,-616,658,Overlapping
1.696324,2.074001,2.918386,2.918386,4.254814,5.052321,1,0,1,53,4,11,0.754,1.000,1.885,2.918,4.654,-0.906,-0.167,1.073,ELT2peak02766,Increasing,1.9570786471532493,ELT2peak02766,WBGene00007143,11489605,11493039,-,overlapStart,-2004,185,Overlapping
0.756729,0.548304,2.333424,2.43296,2.769387,2.862497,0,0,1,140,4,8,0.640,1.000,0.653,2.383,2.816,-1.134,0.378,0.756,ELT2peak02767,Increasing,1.3104866904750831,ELT2peak02767,WBGene00007145,11497665,11499620,+,inside,-358,233,Overlapping
2.222393,1.768674,2.111031,1.748461,4.032422,4.33823,0,0,1,13.5,3,9,0.995,1.000,1.996,1.930,4.185,-0.552,-0.603,1.154,ELT2peak02768,L3_High,1.647860054102083,ELT2peak02768,WBGene00219293,11499643,11500464,-,overlapStart,-347,187,Overlapping
5.058894,5.058894,3.226509,2.9855,3.695386,4.271887,1,1,1,11.833333333333334,1,3,0.741,1.000,5.059,3.106,3.984,1.032,-0.965,-0.067,ELT2peak02769,Embryo_Specific,0.9566990029900828,ELT2peak02769,WBGene00013387,11535165,11538841,-,overlapEnd,1993,98,Overlapping
2.347923,2.058894,2.333424,2.333424,0.447459,1.669851,1,0,0,6,1,2,0.570,1.000,2.203,2.333,1.059,0.482,0.668,-1.150,ELT2peak02770,Embryo_Specific,0.4920667682272501,ELT2peak02770,WBGene00013387,11535165,11538841,-,inside,773,651,Overlapping
1.676958,1.119582,1.333424,1.489543,2.447459,2.417085,0,0,1,48,3,9,0.987,1.000,1.398,1.411,2.432,-0.588,-0.566,1.155,ELT2peak02771,L3_High,0.35189064905308337,ELT2peak02771,WBGene00010055,11538904,11540630,-,overlapStart,-929,218,Overlapping
2.222392,2.530515,2.040642,2.795529,4.590417,5.417086,1,1,1,26.333333333333332,3,9,0.986,1.000,2.376,2.418,5.004,-0.591,-0.563,1.155,ELT2peak02772,L3_High,2.265016111297333,ELT2peak02772,WBGene00001031,11545563,11547366,+,overlapStart,-884,412,Overlapping
1.940621,1.708769,2.526069,2.655352,5.288761,6.527832,1,0,1,37,3,9,0.751,1.000,1.825,2.591,5.908,-0.745,-0.392,1.137,ELT2peak02773,L3_High,4.7114929707397515,ELT2peak02773,WBGene00010052,11547481,11549313,+,overlapStart,-913,393,Overlapping
1.222392,1.752072,2.226508,2.333424,5.110424,5.603964,0,0,1,1.5,3,9,0.705,1.000,1.487,2.280,5.357,-0.760,-0.373,1.133,ELT2peak02774,L3_High,4.179060873364,ELT2peak02774,WBGene00010050,11569818,11571002,+,overlapStart,-888,41,Overlapping
1.064851,1.061401,3.735522,4.080658,4.332816,4.534922,0,0,1,25,4,8,0.531,1.000,1.063,3.908,4.434,-1.143,0.426,0.716,ELT2peak02775,Increasing,3.2886953483643326,ELT2peak02775,WBGene00010049,11571805,11573025,+,overlapStart,-603,257,Overlapping
0.724893,0.747613,1.773996,2.169925,2.084889,1.669851,0,0,1,28.5,2,7,0.873,1.000,0.736,1.972,1.877,-1.152,0.645,0.507,ELT2peak02776,Larval,0.4730113993225833,ELT2peak02776,WBGene00010048,11573180,11575000,+,overlapStart,-738,193,Overlapping
1.511899,1.415038,3.226509,2.9855,2.769387,2.321928,1,0,0,183.5,2,7,0.964,1.000,1.463,3.106,2.546,-1.088,0.879,0.208,ELT2peak02778,Larval,0.6971743839043333,ELT2peak02778,WBGene00008545,11588464,11592060,-,overlapStart,-1584,275,Overlapping
1.926,2.013675,3.280956,3.43296,5.603964,6.100902,1,0,1,25.25,4,11,0.709,1.000,1.970,3.357,5.852,-0.893,-0.188,1.081,ELT2peak02779,Increasing,3.8710077622942487,ELT2peak02779,WBGene00008546,11592392,11596590,-,overlapStart,-2215,503,Overlapping
3.058894,2.656045,4.333424,4.592158,5.78136,6.263376,0,1,1,24.5,4,10,0.985,1.000,2.857,4.463,6.022,-1.005,0.010,0.995,ELT2peak02780,Increasing,2.5043200087655832,ELT2peak02780,WBGene00008547,11603956,11611532,+,inside,-2980,541,Overlapping
4.370784,4.746552,3.207893,3.111032,6.906891,7.330102,1,1,1,51.333333333333336,3,6,0.812,1.000,4.559,3.159,7.118,-0.193,-0.890,1.082,ELT2peak02781,L3_High,4.030741365633083,ELT2peak02781,WBGene00008548,11612257,11614391,+,overlapStart,-1449,136,Overlapping
